date,county,population,cases,deaths
2021-03-27,Contra Costa,1160099.0,60.0,1.0
2021-03-28,Contra Costa,1160099.0,70.0,0.0
2021-03-29,Contra Costa,1160099.0,74.0,1.0
2021-03-30,Contra Costa,1160099.0,69.0,0.0
2021-03-31,Contra Costa,1160099.0,89.0,2.0
2021-04-01,Contra Costa,1160099.0,85.0,0.0
2021-04-02,Contra Costa,1160099.0,60.0,1.0
2021-04-03,Contra Costa,1160099.0,64.0,1.0
2021-04-04,Contra Costa,1160099.0,72.0,0.0
2021-04-05,Contra Costa,1160099.0,106.0,1.0
2021-04-06,Contra Costa,1160099.0,66.0,1.0
2021-04-07,Contra Costa,1160099.0,78.0,0.0
2021-04-08,Contra Costa,1160099.0,86.0,1.0
2021-04-09,Contra Costa,1160099.0,110.0,2.0
2021-04-10,Contra Costa,1160099.0,93.0,0.0
2021-04-11,Contra Costa,1160099.0,61.0,0.0
2021-04-12,Contra Costa,1160099.0,109.0,2.0
2021-04-13,Contra Costa,1160099.0,81.0,1.0
2021-04-14,Contra Costa,1160099.0,89.0,2.0
2021-04-15,Contra Costa,1160099.0,86.0,1.0
2021-04-16,Contra Costa,1160099.0,74.0,0.0
2021-04-17,Contra Costa,1160099.0,54.0,0.0
2021-04-18,Contra Costa,1160099.0,48.0,0.0
2021-04-19,Contra Costa,1160099.0,103.0,0.0
2021-04-20,Contra Costa,1160099.0,78.0,0.0
2021-04-21,Contra Costa,1160099.0,84.0,1.0
2021-04-22,Contra Costa,1160099.0,66.0,1.0
2021-04-23,Contra Costa,1160099.0,72.0,2.0
2021-04-24,Contra Costa,1160099.0,54.0,0.0
2021-04-25,Contra Costa,1160099.0,70.0,2.0
2021-04-26,Contra Costa,1160099.0,92.0,0.0
2021-04-27,Contra Costa,1160099.0,67.0,0.0
2021-04-28,Contra Costa,1160099.0,69.0,0.0
2021-04-29,Contra Costa,1160099.0,60.0,2.0
2021-04-30,Contra Costa,1160099.0,55.0,0.0
2021-05-01,Contra Costa,1160099.0,48.0,0.0
2021-05-02,Contra Costa,1160099.0,52.0,0.0
2021-05-03,Contra Costa,1160099.0,85.0,0.0
2021-05-04,Contra Costa,1160099.0,59.0,0.0
2021-05-05,Contra Costa,1160099.0,81.0,1.0
2021-05-06,Contra Costa,1160099.0,65.0,1.0
2021-05-07,Contra Costa,1160099.0,55.0,0.0
2021-05-08,Contra Costa,1160099.0,47.0,0.0
2021-05-09,Contra Costa,1160099.0,33.0,0.0
2021-05-10,Contra Costa,1160099.0,63.0,1.0
2021-05-11,Contra Costa,1160099.0,64.0,0.0
2021-05-12,Contra Costa,1160099.0,60.0,0.0
2021-05-13,Contra Costa,1160099.0,59.0,1.0
2021-05-14,Contra Costa,1160099.0,49.0,1.0
2021-05-15,Contra Costa,1160099.0,42.0,0.0
2021-05-16,Contra Costa,1160099.0,46.0,0.0
2021-05-17,Contra Costa,1160099.0,68.0,0.0
2021-05-18,Contra Costa,1160099.0,55.0,1.0
2021-05-19,Contra Costa,1160099.0,57.0,0.0
2021-05-20,Contra Costa,1160099.0,47.0,0.0
2021-05-21,Contra Costa,1160099.0,45.0,1.0
2021-05-22,Contra Costa,1160099.0,43.0,0.0
2021-05-23,Contra Costa,1160099.0,33.0,2.0
2021-05-24,Contra Costa,1160099.0,44.0,0.0
2021-05-25,Contra Costa,1160099.0,41.0,1.0
2021-05-26,Contra Costa,1160099.0,52.0,2.0
2021-05-27,Contra Costa,1160099.0,37.0,1.0
2021-05-28,Contra Costa,1160099.0,42.0,0.0
2021-05-29,Contra Costa,1160099.0,36.0,0.0
2021-05-30,Contra Costa,1160099.0,33.0,0.0
2021-05-31,Contra Costa,1160099.0,34.0,1.0
2021-06-01,Contra Costa,1160099.0,37.0,0.0
2021-06-02,Contra Costa,1160099.0,58.0,1.0
2021-06-03,Contra Costa,1160099.0,51.0,0.0
2021-06-04,Contra Costa,1160099.0,54.0,0.0
2021-06-05,Contra Costa,1160099.0,35.0,0.0
2021-06-06,Contra Costa,1160099.0,29.0,0.0
2021-06-07,Contra Costa,1160099.0,65.0,0.0
2021-06-08,Contra Costa,1160099.0,57.0,0.0
2021-06-09,Contra Costa,1160099.0,48.0,0.0
2021-06-10,Contra Costa,1160099.0,37.0,1.0
2021-06-11,Contra Costa,1160099.0,54.0,0.0
2021-06-12,Contra Costa,1160099.0,33.0,0.0
2021-06-13,Contra Costa,1160099.0,31.0,0.0
2021-06-14,Contra Costa,1160099.0,54.0,0.0
2021-06-15,Contra Costa,1160099.0,53.0,0.0
2021-06-16,Contra Costa,1160099.0,62.0,0.0
2021-06-17,Contra Costa,1160099.0,52.0,0.0
2021-06-18,Contra Costa,1160099.0,39.0,0.0
2021-06-19,Contra Costa,1160099.0,42.0,1.0
2021-06-20,Contra Costa,1160099.0,31.0,0.0
2021-06-21,Contra Costa,1160099.0,57.0,0.0
2021-06-22,Contra Costa,1160099.0,71.0,0.0
2021-06-23,Contra Costa,1160099.0,56.0,0.0
2021-06-24,Contra Costa,1160099.0,65.0,0.0
2021-06-25,Contra Costa,1160099.0,59.0,1.0
2021-06-26,Contra Costa,1160099.0,36.0,0.0
2021-06-27,Contra Costa,1160099.0,43.0,0.0
2021-06-28,Contra Costa,1160099.0,86.0,0.0
2021-06-29,Contra Costa,1160099.0,74.0,0.0
2021-06-30,Contra Costa,1160099.0,74.0,0.0
2021-07-01,Contra Costa,1160099.0,65.0,1.0
2021-07-02,Contra Costa,1160099.0,72.0,0.0
2021-07-03,Contra Costa,1160099.0,70.0,0.0
2021-07-04,Contra Costa,1160099.0,59.0,0.0
2021-07-05,Contra Costa,1160099.0,106.0,0.0
2021-07-06,Contra Costa,1160099.0,128.0,1.0
2021-07-07,Contra Costa,1160099.0,128.0,0.0
2021-07-08,Contra Costa,1160099.0,147.0,1.0
2021-07-09,Contra Costa,1160099.0,128.0,0.0
2021-07-10,Contra Costa,1160099.0,125.0,0.0
2021-07-11,Contra Costa,1160099.0,100.0,2.0
2021-07-12,Contra Costa,1160099.0,210.0,0.0
2021-07-13,Contra Costa,1160099.0,201.0,1.0
2021-07-14,Contra Costa,1160099.0,226.0,1.0
2021-07-15,Contra Costa,1160099.0,226.0,1.0
2021-07-16,Contra Costa,1160099.0,213.0,1.0
2021-07-17,Contra Costa,1160099.0,188.0,1.0
2021-07-18,Contra Costa,1160099.0,182.0,0.0
2021-07-19,Contra Costa,1160099.0,316.0,1.0
2021-07-20,Contra Costa,1160099.0,313.0,2.0
2021-07-21,Contra Costa,1160099.0,284.0,0.0
2021-07-22,Contra Costa,1160099.0,264.0,0.0
2021-07-23,Contra Costa,1160099.0,339.0,0.0
2021-07-24,Contra Costa,1160099.0,260.0,0.0
2021-07-25,Contra Costa,1160099.0,228.0,1.0
2021-07-26,Contra Costa,1160099.0,485.0,0.0
2021-07-27,Contra Costa,1160099.0,496.0,2.0
2021-07-28,Contra Costa,1160099.0,485.0,3.0
2021-07-29,Contra Costa,1160099.0,487.0,3.0
2021-07-30,Contra Costa,1160099.0,439.0,3.0
2021-07-31,Contra Costa,1160099.0,244.0,1.0
2021-08-01,Contra Costa,1160099.0,279.0,1.0
2021-08-02,Contra Costa,1160099.0,435.0,1.0
2021-08-03,Contra Costa,1160099.0,510.0,1.0
2021-08-04,Contra Costa,1160099.0,482.0,2.0
2021-08-05,Contra Costa,1160099.0,516.0,0.0
2021-08-06,Contra Costa,1160099.0,427.0,3.0
2021-08-07,Contra Costa,1160099.0,295.0,1.0
2021-08-08,Contra Costa,1160099.0,296.0,1.0
2021-08-09,Contra Costa,1160099.0,524.0,0.0
2021-08-10,Contra Costa,1160099.0,544.0,2.0
2021-08-11,Contra Costa,1160099.0,544.0,2.0
2021-08-12,Contra Costa,1160099.0,500.0,3.0
2021-08-13,Contra Costa,1160099.0,482.0,0.0
2021-08-14,Contra Costa,1160099.0,312.0,3.0
2021-08-15,Contra Costa,1160099.0,248.0,2.0
2021-08-16,Contra Costa,1160099.0,482.0,8.0
2021-08-17,Contra Costa,1160099.0,543.0,8.0
2021-08-18,Contra Costa,1160099.0,446.0,2.0
2021-08-19,Contra Costa,1160099.0,500.0,3.0
2021-08-20,Contra Costa,1160099.0,438.0,2.0
2021-08-21,Contra Costa,1160099.0,276.0,3.0
2021-08-22,Contra Costa,1160099.0,259.0,5.0
2021-08-23,Contra Costa,1160099.0,541.0,2.0
2021-08-24,Contra Costa,1160099.0,378.0,1.0
2021-08-25,Contra Costa,1160099.0,363.0,3.0
2021-08-26,Contra Costa,1160099.0,384.0,2.0
2021-08-27,Contra Costa,1160099.0,359.0,1.0
2021-08-28,Contra Costa,1160099.0,198.0,3.0
2021-08-29,Contra Costa,1160099.0,212.0,1.0
2021-08-30,Contra Costa,1160099.0,297.0,2.0
2021-08-31,Contra Costa,1160099.0,259.0,2.0
2021-09-01,Contra Costa,1160099.0,295.0,4.0
2021-09-02,Contra Costa,1160099.0,236.0,1.0
2021-09-03,Contra Costa,1160099.0,183.0,3.0
2021-09-04,Contra Costa,1160099.0,152.0,2.0
2021-09-05,Contra Costa,1160099.0,117.0,5.0
2021-09-06,Contra Costa,1160099.0,185.0,3.0
2021-09-07,Contra Costa,1160099.0,295.0,3.0
2021-09-08,Contra Costa,1160099.0,263.0,3.0
2021-09-09,Contra Costa,1160099.0,279.0,1.0
2021-09-10,Contra Costa,1160099.0,210.0,7.0
2021-09-11,Contra Costa,1160099.0,123.0,3.0
2021-09-12,Contra Costa,1160099.0,119.0,3.0
2021-09-13,Contra Costa,1160099.0,268.0,3.0
2021-09-14,Contra Costa,1160099.0,246.0,5.0
2021-09-15,Contra Costa,1160099.0,198.0,3.0
2021-09-16,Contra Costa,1160099.0,180.0,3.0
2021-09-17,Contra Costa,1160099.0,172.0,4.0
2021-09-18,Contra Costa,1160099.0,102.0,5.0
2021-09-19,Contra Costa,1160099.0,89.0,0.0
2021-09-20,Contra Costa,1160099.0,185.0,1.0
2021-09-21,Contra Costa,1160099.0,150.0,2.0
2021-09-22,Contra Costa,1160099.0,194.0,1.0
2021-09-23,Contra Costa,1160099.0,185.0,5.0
2021-09-24,Contra Costa,1160099.0,141.0,2.0
2021-09-25,Contra Costa,1160099.0,110.0,3.0
2021-09-26,Contra Costa,1160099.0,71.0,4.0
2021-09-27,Contra Costa,1160099.0,175.0,3.0
2021-09-28,Contra Costa,1160099.0,131.0,1.0
2021-09-29,Contra Costa,1160099.0,141.0,1.0
2021-09-30,Contra Costa,1160099.0,114.0,1.0
2021-10-01,Contra Costa,1160099.0,105.0,1.0
2021-10-02,Contra Costa,1160099.0,97.0,1.0
2021-10-03,Contra Costa,1160099.0,71.0,3.0
2021-10-04,Contra Costa,1160099.0,132.0,4.0
2021-10-05,Contra Costa,1160099.0,141.0,1.0
2021-10-06,Contra Costa,1160099.0,116.0,1.0
2021-10-07,Contra Costa,1160099.0,127.0,1.0
2021-10-08,Contra Costa,1160099.0,123.0,0.0
2021-10-09,Contra Costa,1160099.0,44.0,4.0
2021-10-10,Contra Costa,1160099.0,71.0,2.0
2021-10-11,Contra Costa,1160099.0,99.0,2.0
2021-10-12,Contra Costa,1160099.0,136.0,0.0
2021-10-13,Contra Costa,1160099.0,115.0,0.0
2021-10-14,Contra Costa,1160099.0,116.0,1.0
2021-10-15,Contra Costa,1160099.0,135.0,1.0
2021-10-16,Contra Costa,1160099.0,82.0,1.0
2021-10-17,Contra Costa,1160099.0,91.0,1.0
2021-10-18,Contra Costa,1160099.0,123.0,1.0
2021-10-19,Contra Costa,1160099.0,112.0,2.0
2021-10-20,Contra Costa,1160099.0,91.0,0.0
2021-10-21,Contra Costa,1160099.0,116.0,1.0
2021-10-22,Contra Costa,1160099.0,115.0,2.0
2021-10-23,Contra Costa,1160099.0,91.0,0.0
2021-10-24,Contra Costa,1160099.0,52.0,0.0
2021-10-25,Contra Costa,1160099.0,118.0,1.0
2021-10-26,Contra Costa,1160099.0,117.0,0.0
2021-10-27,Contra Costa,1160099.0,122.0,1.0
2021-10-28,Contra Costa,1160099.0,108.0,3.0
2021-10-29,Contra Costa,1160099.0,130.0,2.0
2021-10-30,Contra Costa,1160099.0,67.0,2.0
2021-10-31,Contra Costa,1160099.0,63.0,1.0
2021-11-01,Contra Costa,1160099.0,128.0,2.0
2021-11-02,Contra Costa,1160099.0,125.0,2.0
2021-11-03,Contra Costa,1160099.0,103.0,0.0
2021-11-04,Contra Costa,1160099.0,100.0,0.0
2021-11-05,Contra Costa,1160099.0,92.0,2.0
2021-11-06,Contra Costa,1160099.0,65.0,3.0
2021-11-07,Contra Costa,1160099.0,55.0,0.0
2021-11-08,Contra Costa,1160099.0,112.0,1.0
2021-11-09,Contra Costa,1160099.0,103.0,0.0
2021-11-10,Contra Costa,1160099.0,95.0,1.0
2021-11-11,Contra Costa,1160099.0,83.0,0.0
2021-11-12,Contra Costa,1160099.0,105.0,0.0
2021-11-13,Contra Costa,1160099.0,55.0,2.0
2021-11-14,Contra Costa,1160099.0,72.0,1.0
2021-11-15,Contra Costa,1160099.0,108.0,2.0
2021-11-16,Contra Costa,1160099.0,107.0,0.0
2021-11-17,Contra Costa,1160099.0,122.0,0.0
2021-11-18,Contra Costa,1160099.0,92.0,1.0
2021-11-19,Contra Costa,1160099.0,102.0,2.0
2021-11-20,Contra Costa,1160099.0,58.0,1.0
2021-11-21,Contra Costa,1160099.0,77.0,0.0
2021-11-22,Contra Costa,1160099.0,102.0,0.0
2021-11-23,Contra Costa,1160099.0,88.0,0.0
2021-11-24,Contra Costa,1160099.0,107.0,0.0
2021-11-25,Contra Costa,1160099.0,37.0,1.0
2021-11-26,Contra Costa,1160099.0,104.0,0.0
2021-11-27,Contra Costa,1160099.0,87.0,3.0
2021-11-28,Contra Costa,1160099.0,85.0,0.0
2021-11-29,Contra Costa,1160099.0,173.0,0.0
2021-11-30,Contra Costa,1160099.0,148.0,0.0
2021-12-01,Contra Costa,1160099.0,138.0,0.0
2021-12-02,Contra Costa,1160099.0,108.0,1.0
2021-12-03,Contra Costa,1160099.0,115.0,1.0
2021-12-04,Contra Costa,1160099.0,73.0,2.0
2021-12-05,Contra Costa,1160099.0,72.0,1.0
2021-12-06,Contra Costa,1160099.0,131.0,1.0
2021-12-07,Contra Costa,1160099.0,120.0,2.0
2021-12-08,Contra Costa,1160099.0,122.0,0.0
2021-12-09,Contra Costa,1160099.0,130.0,0.0
2021-12-10,Contra Costa,1160099.0,119.0,0.0
2021-12-11,Contra Costa,1160099.0,96.0,0.0
2021-12-12,Contra Costa,1160099.0,86.0,0.0
2021-12-13,Contra Costa,1160099.0,188.0,0.0
2021-12-14,Contra Costa,1160099.0,151.0,2.0
2021-12-15,Contra Costa,1160099.0,184.0,0.0
2021-12-16,Contra Costa,1160099.0,219.0,0.0
2021-12-17,Contra Costa,1160099.0,224.0,0.0
2021-12-18,Contra Costa,1160099.0,203.0,0.0
2021-12-19,Contra Costa,1160099.0,216.0,1.0
2021-12-20,Contra Costa,1160099.0,493.0,1.0
2021-12-21,Contra Costa,1160099.0,537.0,0.0
2021-12-22,Contra Costa,1160099.0,632.0,0.0
2021-12-23,Contra Costa,1160099.0,640.0,1.0
2021-12-24,Contra Costa,1160099.0,430.0,0.0
2021-12-25,Contra Costa,1160099.0,318.0,0.0
2021-12-26,Contra Costa,1160099.0,822.0,1.0
2021-12-27,Contra Costa,1160099.0,1759.0,1.0
2021-12-28,Contra Costa,1160099.0,2165.0,1.0
2021-12-29,Contra Costa,1160099.0,2299.0,1.0
2021-12-30,Contra Costa,1160099.0,2094.0,0.0
2021-12-31,Contra Costa,1160099.0,1092.0,3.0
2022-01-01,Contra Costa,1160099.0,881.0,3.0
2022-01-02,Contra Costa,1160099.0,1365.0,0.0
2022-01-03,Contra Costa,1160099.0,3569.0,2.0
2022-01-04,Contra Costa,1160099.0,3199.0,0.0
2022-01-05,Contra Costa,1160099.0,3055.0,1.0
2022-01-06,Contra Costa,1160099.0,3006.0,3.0
2022-01-07,Contra Costa,1160099.0,2865.0,2.0
2022-01-08,Contra Costa,1160099.0,1867.0,2.0
2022-01-09,Contra Costa,1160099.0,1504.0,2.0
2022-01-10,Contra Costa,1160099.0,2851.0,2.0
2022-01-11,Contra Costa,1160099.0,2725.0,3.0
2022-01-12,Contra Costa,1160099.0,2971.0,2.0
2022-01-13,Contra Costa,1160099.0,2541.0,7.0
2022-01-14,Contra Costa,1160099.0,2526.0,2.0
2022-01-15,Contra Costa,1160099.0,1443.0,4.0
2022-01-16,Contra Costa,1160099.0,1209.0,2.0
2022-01-17,Contra Costa,1160099.0,1909.0,2.0
2022-01-18,Contra Costa,1160099.0,2760.0,5.0
2022-01-19,Contra Costa,1160099.0,2007.0,2.0
2022-01-20,Contra Costa,1160099.0,2309.0,5.0
2022-01-21,Contra Costa,1160099.0,1963.0,3.0
2022-01-22,Contra Costa,1160099.0,1050.0,1.0
2022-01-23,Contra Costa,1160099.0,926.0,5.0
2022-01-24,Contra Costa,1160099.0,1848.0,2.0
2022-01-25,Contra Costa,1160099.0,1485.0,4.0
2022-01-26,Contra Costa,1160099.0,1317.0,2.0
2022-01-27,Contra Costa,1160099.0,1126.0,9.0
2022-01-28,Contra Costa,1160099.0,1006.0,5.0
2022-01-29,Contra Costa,1160099.0,524.0,6.0
2022-01-30,Contra Costa,1160099.0,522.0,4.0
2022-01-31,Contra Costa,1160099.0,952.0,5.0
2022-02-01,Contra Costa,1160099.0,799.0,7.0
2022-02-02,Contra Costa,1160099.0,730.0,6.0
2022-02-03,Contra Costa,1160099.0,589.0,4.0
2022-02-04,Contra Costa,1160099.0,595.0,1.0
2022-02-05,Contra Costa,1160099.0,324.0,7.0
2022-02-06,Contra Costa,1160099.0,269.0,1.0
2022-02-07,Contra Costa,1160099.0,624.0,5.0
2022-02-08,Contra Costa,1160099.0,457.0,6.0
2022-02-09,Contra Costa,1160099.0,427.0,4.0
2022-02-10,Contra Costa,1160099.0,353.0,2.0
2022-02-11,Contra Costa,1160099.0,365.0,5.0
2022-02-12,Contra Costa,1160099.0,204.0,2.0
2022-02-13,Contra Costa,1160099.0,190.0,1.0
2022-02-14,Contra Costa,1160099.0,367.0,3.0
2022-02-15,Contra Costa,1160099.0,288.0,2.0
2022-02-16,Contra Costa,1160099.0,257.0,1.0
2022-02-17,Contra Costa,1160099.0,236.0,5.0
2022-02-18,Contra Costa,1160099.0,194.0,2.0
2022-02-19,Contra Costa,1160099.0,107.0,2.0
2022-02-20,Contra Costa,1160099.0,97.0,2.0
2022-02-21,Contra Costa,1160099.0,126.0,2.0
2022-02-22,Contra Costa,1160099.0,229.0,2.0
2022-02-23,Contra Costa,1160099.0,156.0,2.0
2022-02-24,Contra Costa,1160099.0,146.0,3.0
2022-02-25,Contra Costa,1160099.0,128.0,0.0
2022-02-26,Contra Costa,1160099.0,86.0,5.0
2022-02-27,Contra Costa,1160099.0,70.0,1.0
2022-02-28,Contra Costa,1160099.0,129.0,2.0
2022-03-01,Contra Costa,1160099.0,106.0,4.0
2022-03-02,Contra Costa,1160099.0,111.0,1.0
2022-03-03,Contra Costa,1160099.0,92.0,1.0
2022-03-04,Contra Costa,1160099.0,74.0,2.0
2022-03-05,Contra Costa,1160099.0,67.0,0.0
2022-03-06,Contra Costa,1160099.0,60.0,0.0
2022-03-07,Contra Costa,1160099.0,116.0,0.0
2022-03-08,Contra Costa,1160099.0,98.0,1.0
2022-03-09,Contra Costa,1160099.0,86.0,1.0
2022-03-10,Contra Costa,1160099.0,93.0,0.0
2022-03-11,Contra Costa,1160099.0,85.0,1.0
2022-03-12,Contra Costa,1160099.0,48.0,1.0
2022-03-13,Contra Costa,1160099.0,44.0,1.0
2022-03-14,Contra Costa,1160099.0,93.0,0.0
2022-03-15,Contra Costa,1160099.0,93.0,2.0
2022-03-16,Contra Costa,1160099.0,80.0,1.0
2022-03-17,Contra Costa,1160099.0,58.0,0.0
2022-03-18,Contra Costa,1160099.0,64.0,1.0
2022-03-19,Contra Costa,1160099.0,33.0,0.0
2022-03-20,Contra Costa,1160099.0,36.0,0.0
2022-03-21,Contra Costa,1160099.0,103.0,2.0
2022-03-22,Contra Costa,1160099.0,64.0,1.0
2022-03-23,Contra Costa,1160099.0,77.0,0.0
2022-03-24,Contra Costa,1160099.0,98.0,0.0
2022-03-25,Contra Costa,1160099.0,80.0,0.0
2022-03-26,Contra Costa,1160099.0,47.0,0.0
2022-03-27,Contra Costa,1160099.0,55.0,0.0
2022-03-28,Contra Costa,1160099.0,114.0,0.0
2022-03-29,Contra Costa,1160099.0,81.0,0.0
2022-03-30,Contra Costa,1160099.0,86.0,0.0
2022-03-31,Contra Costa,1160099.0,61.0,0.0
2022-04-01,Contra Costa,1160099.0,92.0,0.0
2022-04-02,Contra Costa,1160099.0,52.0,1.0
2022-04-03,Contra Costa,1160099.0,56.0,0.0
2022-04-04,Contra Costa,1160099.0,108.0,0.0
2022-04-05,Contra Costa,1160099.0,101.0,0.0
2022-04-06,Contra Costa,1160099.0,98.0,1.0
2022-04-07,Contra Costa,1160099.0,68.0,0.0
2022-04-08,Contra Costa,1160099.0,120.0,0.0
2022-04-09,Contra Costa,1160099.0,76.0,0.0
2022-04-10,Contra Costa,1160099.0,97.0,0.0
2022-04-11,Contra Costa,1160099.0,166.0,0.0
2022-04-12,Contra Costa,1160099.0,175.0,0.0
2022-04-13,Contra Costa,1160099.0,164.0,0.0
2022-04-14,Contra Costa,1160099.0,128.0,0.0
2022-04-15,Contra Costa,1160099.0,161.0,1.0
2022-04-16,Contra Costa,1160099.0,116.0,0.0
2022-04-17,Contra Costa,1160099.0,90.0,0.0
2022-04-18,Contra Costa,1160099.0,235.0,0.0
2022-04-19,Contra Costa,1160099.0,234.0,0.0
2022-04-20,Contra Costa,1160099.0,242.0,1.0
2022-04-21,Contra Costa,1160099.0,229.0,0.0
2022-04-22,Contra Costa,1160099.0,196.0,0.0
2022-04-23,Contra Costa,1160099.0,131.0,1.0
2022-04-24,Contra Costa,1160099.0,152.0,0.0
2022-04-25,Contra Costa,1160099.0,309.0,1.0
2022-04-26,Contra Costa,1160099.0,262.0,0.0
2022-04-27,Contra Costa,1160099.0,255.0,1.0
2022-04-28,Contra Costa,1160099.0,264.0,0.0
2022-04-29,Contra Costa,1160099.0,255.0,0.0
2022-04-30,Contra Costa,1160099.0,187.0,1.0
2022-05-01,Contra Costa,1160099.0,237.0,0.0
2022-05-02,Contra Costa,1160099.0,368.0,0.0
2022-05-03,Contra Costa,1160099.0,363.0,0.0
2022-05-04,Contra Costa,1160099.0,389.0,2.0
2022-05-05,Contra Costa,1160099.0,357.0,0.0
2022-05-06,Contra Costa,1160099.0,378.0,0.0
2022-05-07,Contra Costa,1160099.0,225.0,0.0
2022-05-08,Contra Costa,1160099.0,234.0,1.0
2022-05-09,Contra Costa,1160099.0,505.0,0.0
2022-05-10,Contra Costa,1160099.0,445.0,0.0
2022-05-11,Contra Costa,1160099.0,453.0,0.0
2022-05-12,Contra Costa,1160099.0,486.0,0.0
2022-05-13,Contra Costa,1160099.0,500.0,0.0
2022-05-14,Contra Costa,1160099.0,317.0,0.0
2022-05-15,Contra Costa,1160099.0,342.0,0.0
2022-05-16,Contra Costa,1160099.0,717.0,0.0
2022-05-17,Contra Costa,1160099.0,591.0,0.0
2022-05-18,Contra Costa,1160099.0,530.0,0.0
2022-05-19,Contra Costa,1160099.0,453.0,0.0
2022-05-20,Contra Costa,1160099.0,435.0,0.0
2022-05-21,Contra Costa,1160099.0,133.0,0.0
2022-05-22,Contra Costa,1160099.0,25.0,0.0
2022-05-23,Contra Costa,1160099.0,0.0,0.0
2020-02-01,San Francisco,892280.0,1.0,0.0
2020-02-02,San Francisco,892280.0,0.0,0.0
2020-02-03,San Francisco,892280.0,0.0,0.0
2020-02-04,San Francisco,892280.0,0.0,0.0
2020-02-05,San Francisco,892280.0,0.0,0.0
2020-02-06,San Francisco,892280.0,0.0,0.0
2020-02-07,San Francisco,892280.0,0.0,0.0
2020-02-08,San Francisco,892280.0,0.0,0.0
2020-02-09,San Francisco,892280.0,0.0,0.0
2020-02-10,San Francisco,892280.0,1.0,0.0
2020-02-11,San Francisco,892280.0,0.0,0.0
2020-02-12,San Francisco,892280.0,0.0,0.0
2020-02-13,San Francisco,892280.0,0.0,0.0
2020-02-14,San Francisco,892280.0,0.0,0.0
2020-02-15,San Francisco,892280.0,0.0,0.0
2020-02-16,San Francisco,892280.0,0.0,0.0
2020-02-17,San Francisco,892280.0,0.0,0.0
2020-02-18,San Francisco,892280.0,0.0,0.0
2020-02-19,San Francisco,892280.0,0.0,0.0
2020-02-20,San Francisco,892280.0,1.0,0.0
2020-02-21,San Francisco,892280.0,0.0,0.0
2020-02-22,San Francisco,892280.0,0.0,0.0
2020-02-23,San Francisco,892280.0,2.0,0.0
2020-02-24,San Francisco,892280.0,1.0,0.0
2020-02-25,San Francisco,892280.0,1.0,0.0
2020-02-26,San Francisco,892280.0,2.0,0.0
2020-02-27,San Francisco,892280.0,0.0,0.0
2020-02-28,San Francisco,892280.0,1.0,0.0
2020-02-29,San Francisco,892280.0,2.0,0.0
2020-03-01,San Francisco,892280.0,1.0,0.0
2020-03-02,San Francisco,892280.0,4.0,0.0
2020-03-03,San Francisco,892280.0,7.0,0.0
2020-03-04,San Francisco,892280.0,2.0,0.0
2020-03-05,San Francisco,892280.0,5.0,0.0
2020-03-06,San Francisco,892280.0,10.0,0.0
2020-03-07,San Francisco,892280.0,6.0,0.0
2020-03-08,San Francisco,892280.0,6.0,0.0
2020-03-09,San Francisco,892280.0,19.0,0.0
2020-03-10,San Francisco,892280.0,20.0,0.0
2020-03-11,San Francisco,892280.0,32.0,0.0
2020-03-12,San Francisco,892280.0,25.0,0.0
2020-03-13,San Francisco,892280.0,25.0,0.0
2020-03-14,San Francisco,892280.0,14.0,0.0
2020-03-15,San Francisco,892280.0,21.0,0.0
2020-03-16,San Francisco,892280.0,58.0,0.0
2020-03-17,San Francisco,892280.0,38.0,1.0
2020-03-18,San Francisco,892280.0,27.0,0.0
2020-03-19,San Francisco,892280.0,19.0,0.0
2020-03-20,San Francisco,892280.0,36.0,0.0
2020-03-21,San Francisco,892280.0,32.0,0.0
2020-03-22,San Francisco,892280.0,36.0,0.0
2020-03-23,San Francisco,892280.0,37.0,0.0
2020-03-24,San Francisco,892280.0,29.0,1.0
2020-03-25,San Francisco,892280.0,32.0,0.0
2020-03-26,San Francisco,892280.0,41.0,3.0
2020-03-27,San Francisco,892280.0,27.0,2.0
2020-03-28,San Francisco,892280.0,25.0,0.0
2020-03-29,San Francisco,892280.0,24.0,0.0
2020-03-30,San Francisco,892280.0,44.0,1.0
2020-03-31,San Francisco,892280.0,40.0,1.0
2020-04-01,San Francisco,892280.0,35.0,3.0
2020-04-02,San Francisco,892280.0,28.0,0.0
2020-04-03,San Francisco,892280.0,27.0,0.0
2020-04-04,San Francisco,892280.0,24.0,0.0
2020-04-05,San Francisco,892280.0,38.0,1.0
2020-04-06,San Francisco,892280.0,47.0,1.0
2020-04-07,San Francisco,892280.0,40.0,1.0
2020-04-08,San Francisco,892280.0,60.0,1.0
2020-04-09,San Francisco,892280.0,67.0,0.0
2020-04-10,San Francisco,892280.0,20.0,2.0
2020-04-11,San Francisco,892280.0,31.0,1.0
2020-04-12,San Francisco,892280.0,22.0,0.0
2020-04-13,San Francisco,892280.0,27.0,1.0
2020-04-14,San Francisco,892280.0,38.0,3.0
2020-04-15,San Francisco,892280.0,54.0,1.0
2020-04-16,San Francisco,892280.0,36.0,1.0
2020-04-17,San Francisco,892280.0,44.0,0.0
2020-04-18,San Francisco,892280.0,26.0,1.0
2020-04-19,San Francisco,892280.0,39.0,1.0
2020-04-20,San Francisco,892280.0,33.0,0.0
2020-04-21,San Francisco,892280.0,32.0,0.0
